"date","trend","seasonal","residual"
2017-10-01,108.670833333333,0.31957608363858,-1.69040941697193
2017-11-01,108.883333333333,0.572254655067151,1.6444120115995
2017-12-01,109.145833333333,0.298445131257633,0.855721535409046
2018-01-01,109.304166666667,0.589814178876672,-0.293980845543359
2018-02-01,109.320833333333,0.820766559829063,-2.3415998931624
2018-03-01,109.2875,-0.0301720848595845,0.24267208485962
2018-04-01,109.3,-1.5356208028083,1.03562080280831
2018-05-01,109.125,-0.698120802808297,1.97312080280832
2018-06-01,108.791666666667,-0.197159264346763,1.5054925976801
2018-07-01,108.558333333333,0.159457036019538,-0.517790369352852
2018-08-01,108.391666666667,-0.173578678266179,1.48191201159953
2018-09-01,108.25,-0.125662011599516,0.275662011599536
2018-10-01,108.05,0.31957608363858,-0.269576083638583
2018-11-01,107.766666666667,0.572254655067151,-2.23892132173383
2018-12-01,107.391666666667,0.298445131257633,-0.39011179792432
2019-01-01,107.0375,0.589814178876672,-0.627314178876659
2019-02-01,106.7,0.820766559829063,-1.12076655982905
2019-03-01,106.329166666667,-0.0301720848595845,1.20100541819292
2019-04-01,105.958333333333,-1.5356208028083,1.57728746947497
2019-05-01,105.670833333333,-0.698120802808297,1.42728746947498
2019-06-01,105.329166666667,-0.197159264346763,-0.0320074023199055
2019-07-01,104.979166666667,0.159457036019538,-0.438623702686201
2019-08-01,104.820833333333,-0.173578678266179,0.45274534493285
2019-09-01,104.220833333333,-0.125662011599516,0.00482867826617905
2019-10-01,102.35,0.31957608363858,0.830423916361411
2019-11-01,100.029166666667,0.572254655067151,3.19857867826617
2019-12-01,98.4916666666666,0.298445131257633,2.60988820207572
2020-01-01,97.5083333333333,0.589814178876672,6.40185248778999
2020-02-01,96.6041666666666,0.820766559829063,7.67506677350428
2020-03-01,95.8208333333333,-0.0301720848595845,-1.39066124847373
2020-04-01,95.3583333333333,-1.5356208028083,-19.622712530525
2020-05-01,95.1125,-0.698120802808297,-11.9143791971917
2020-06-01,95,-0.197159264346763,-2.70284073565323
2020-07-01,94.875,0.159457036019538,-0.934457036019552
2020-08-01,94.525,-0.173578678266179,-0.351421321733824
2020-09-01,94.5791666666667,-0.125662011599516,1.94649534493286
2020-10-01,95.9958333333333,0.31957608363858,3.78459058302809
2020-11-01,97.8541666666667,0.572254655067151,2.87357867826618
2020-12-01,98.8416666666667,0.298445131257633,2.0598882020757
2021-01-01,99.35,0.589814178876672,1.76018582112334
2021-02-01,99.6416666666667,0.820766559829063,-0.962433226495733
2021-03-01,99.6458333333333,-0.0301720848595845,1.68433875152625
2021-04-01,99.5625,-1.5356208028083,3.27312080280831
2021-05-01,99.4541666666667,-0.698120802808297,1.24395413614164
2021-06-01,99.3833333333333,-0.197159264346763,-0.886174068986548
2021-07-01,99.3416666666667,0.159457036019538,0.598876297313808
2021-08-01,99.375,-0.173578678266179,-4.2014213217338
2021-09-01,99.225,-0.125662011599516,-3.59933798840046
2021-10-01,98.8708333333333,0.31957608363858,-0.190409416971903
2021-11-01,98.6791666666667,0.572254655067151,0.548578678266182
2021-12-01,98.6791666666667,0.298445131257633,2.0223882020757
2022-01-01,98.7,0.589814178876672,1.61018582112335
2022-02-01,98.8,0.820766559829063,1.47923344017094
2022-03-01,99.1291666666667,-0.0301720848595845,-2.99899458180708
2022-04-01,99.3291666666667,-1.5356208028083,0.20645413614163
2022-05-01,99.3458333333333,-0.698120802808297,0.0522874694749618
2022-06-01,99.2208333333333,-0.197159264346763,0.576325931013429
2022-07-01,99.0166666666667,0.159457036019538,0.123876297313814
2022-08-01,98.9666666666667,-0.173578678266179,-0.593087988400484
2022-09-01,99.125,-0.125662011599516,1.20066201159952
2022-10-01,99.2875,0.31957608363858,-0.50707608363858
2022-11-01,99.3291666666667,0.572254655067151,0.198578678266188
2022-12-01,99.2541666666667,0.298445131257633,-1.8526117979243
2023-01-01,99.0291666666667,0.589814178876672,-0.318980845543322
2023-02-01,98.8083333333333,0.820766559829063,1.87090010683762
2023-03-01,98.5083333333333,-0.0301720848595845,1.02183875152625
2023-04-01,98.1291666666666,-1.5356208028083,1.90645413614165
2023-05-01,97.7583333333333,-0.698120802808297,2.13978746947497
2023-06-01,97.375,-0.197159264346763,0.122159264346791
2023-07-01,96.975,0.159457036019538,-0.934457036019523
2023-08-01,96.4833333333333,-0.173578678266179,-0.309754655067152
2023-09-01,96,-0.125662011599516,-0.674337988400467
2023-10-01,95.6416666666667,0.31957608363858,-0.961242750305246
2023-11-01,95.1916666666667,0.572254655067151,-0.463921321733821
2023-12-01,94.7458333333333,0.298445131257633,-1.74427846459098
2024-01-01,94.3708333333333,0.589814178876672,-0.860647512210008
2024-02-01,94.0458333333333,0.820766559829063,0.033400106837604
2024-03-01,NA,-0.0301720848595845,NA
2024-04-01,NA,-1.5356208028083,NA
2024-05-01,NA,-0.698120802808297,NA
2024-06-01,NA,-0.197159264346763,NA
2024-07-01,NA,0.159457036019538,NA
2024-08-01,NA,-0.173578678266179,NA
